Unnamed: 0,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk,Partition date
366,27.0,male,2.0,own,little,,3850,18.0,car,good,16.07.2021
367,22.0,female,2.0,rent,little,little,3650,18.0,furniture/equipment,good,17.07.2021
368,42.0,male,2.0,own,little,little,3446,36.0,furniture/equipment,bad,18.07.2021
369,40.0,female,2.0,rent,little,moderate,3001,18.0,furniture/equipment,good,19.07.2021
370,36.0,male,2.0,own,,,3079,36.0,car,good,20.07.2021
371,33.0,male,2.0,own,little,,6070,18.0,radio/TV,good,21.07.2021
372,23.0,female,2.0,rent,little,,2146,10.0,furniture/equipment,good,22.07.2021
373,63.0,male,3.0,free,,,13756,60.0,car,good,23.07.2021
374,60.0,female,3.0,free,moderate,moderate,14782,60.0,vacation/others,bad,24.07.2021
375,37.0,female,2.0,rent,little,little,7685,48.0,business,bad,25.07.2021
376,34.0,male,2.0,own,little,,2320,18.0,radio/TV,good,26.07.2021
377,36.0,male,2.0,free,,,846,7.0,radio/TV,good,27.07.2021
378,57.0,male,3.0,free,little,moderate,14318,36.0,car,bad,28.07.2021
379,52.0,female,1.0,own,moderate,,362,6.0,car,good,29.07.2021
380,39.0,male,2.0,own,,little,2212,20.0,furniture/equipment,good,30.07.2021
381,38.0,female,3.0,free,little,moderate,12976,18.0,car,bad,31.07.2021
382,25.0,female,2.0,rent,,,1283,22.0,car,good,01.08.2021
383,26.0,male,2.0,own,little,rich,1330,12.0,car,good,02.08.2021
384,26.0,male,1.0,own,moderate,,4272,30.0,business,good,03.08.2021
385,25.0,female,2.0,own,little,,2238,18.0,radio/TV,good,04.08.2021
386,21.0,female,2.0,rent,,,1126,18.0,radio/TV,good,05.08.2021
387,40.0,male,3.0,own,little,moderate,7374,18.0,furniture/equipment,good,06.08.2021
388,27.0,male,2.0,own,quite rich,moderate,2326,15.0,business,good,07.08.2021
389,27.0,female,2.0,own,little,,1449,9.0,business,good,08.08.2021
390,30.0,male,3.0,own,little,,1820,18.0,car,good,09.08.2021
391,19.0,female,1.0,rent,rich,moderate,983,12.0,furniture/equipment,good,10.08.2021
392,39.0,male,3.0,free,little,little,3249,36.0,car,good,11.08.2021
393,31.0,female,2.0,own,little,little,1957,6.0,radio/TV,good,12.08.2021
394,31.0,male,3.0,own,little,,2406,9.0,furniture/equipment,good,13.08.2021
395,32.0,male,2.0,rent,moderate,moderate,11760,39.0,education,good,14.08.2021
396,55.0,female,3.0,free,little,little,2578,12.0,furniture/equipment,good,15.08.2021
397,46.0,male,2.0,own,little,little,2348,36.0,furniture/equipment,good,16.08.2021
398,46.0,male,2.0,rent,little,moderate,1223,12.0,car,bad,17.08.2021
399,43.0,female,1.0,own,rich,,1516,24.0,radio/TV,good,18.08.2021
400,39.0,male,2.0,own,little,,1473,18.0,radio/TV,good,19.08.2021
401,28.0,male,2.0,own,,moderate,1887,18.0,business,good,20.08.2021
402,27.0,male,2.0,own,little,,8648,24.0,business,bad,21.08.2021
403,27.0,male,1.0,own,little,,802,14.0,car,good,22.08.2021
404,43.0,male,2.0,own,,moderate,2899,18.0,car,good,23.08.2021
405,22.0,male,2.0,own,little,moderate,2039,24.0,radio/TV,bad,24.08.2021
406,43.0,male,2.0,own,,,2197,24.0,car,good,25.08.2021
407,27.0,male,2.0,own,little,little,1053,15.0,radio/TV,good,26.08.2021
408,26.0,male,3.0,own,quite rich,,3235,24.0,radio/TV,good,27.08.2021
409,28.0,male,2.0,own,quite rich,rich,939,12.0,car,bad,28.08.2021
410,20.0,female,2.0,own,little,moderate,1967,24.0,radio/TV,good,29.08.2021
411,35.0,male,3.0,own,little,,7253,33.0,car,good,30.08.2021
412,42.0,male,3.0,own,little,,2292,12.0,business,bad,31.08.2021
413,40.0,male,1.0,rent,quite rich,,1597,10.0,car,good,01.09.2021
414,35.0,female,2.0,own,,little,1381,24.0,car,bad,02.09.2021
415,35.0,male,2.0,own,little,,5842,36.0,car,good,03.09.2021
416,33.0,male,1.0,own,little,little,2579,12.0,car,bad,04.09.2021
417,23.0,female,2.0,rent,,little,8471,18.0,education,good,05.09.2021
418,31.0,female,3.0,own,quite rich,,2782,21.0,car,good,06.09.2021
419,33.0,female,2.0,own,,moderate,1042,18.0,car,bad,07.09.2021
420,20.0,female,2.0,rent,rich,,3186,15.0,car,good,08.09.2021
421,30.0,male,2.0,own,,moderate,2028,12.0,car,good,09.09.2021
422,47.0,male,1.0,own,little,moderate,958,12.0,car,good,10.09.2021
423,34.0,male,3.0,own,moderate,,1591,21.0,furniture/equipment,good,11.09.2021
424,25.0,female,2.0,own,,moderate,2762,12.0,furniture/equipment,bad,12.09.2021
425,21.0,male,2.0,rent,little,moderate,2779,18.0,car,good,13.09.2021
426,29.0,male,2.0,own,little,,2743,28.0,radio/TV,good,14.09.2021
427,46.0,male,2.0,own,rich,,1149,18.0,radio/TV,good,15.09.2021
428,20.0,male,2.0,own,little,,1313,9.0,furniture/equipment,good,16.09.2021
429,55.0,female,0.0,free,little,little,1190,18.0,repairs,bad,17.09.2021
430,74.0,male,1.0,own,little,,3448,5.0,business,good,18.09.2021
431,29.0,male,3.0,own,little,moderate,11328,24.0,vacation/others,bad,19.09.2021
432,36.0,male,3.0,free,little,little,1872,6.0,furniture/equipment,good,20.09.2021
433,33.0,male,2.0,own,little,,2058,24.0,repairs,good,21.09.2021
434,25.0,male,2.0,own,little,little,2136,9.0,furniture/equipment,good,22.09.2021
435,25.0,male,2.0,own,,moderate,1484,12.0,radio/TV,bad,23.09.2021
436,23.0,male,1.0,rent,quite rich,,660,6.0,repairs,good,24.09.2021
437,37.0,female,2.0,own,rich,,1287,24.0,car,good,25.09.2021
438,65.0,male,0.0,own,little,little,3394,42.0,repairs,good,26.09.2021
439,26.0,female,0.0,own,little,rich,609,12.0,business,bad,27.09.2021
440,39.0,male,3.0,own,little,,1884,12.0,car,good,28.09.2021
441,30.0,female,2.0,own,little,little,1620,12.0,furniture/equipment,good,29.09.2021
442,29.0,male,2.0,own,little,moderate,2629,20.0,vacation/others,good,30.09.2021
443,41.0,male,1.0,own,little,,719,12.0,education,bad,01.10.2021
444,30.0,female,3.0,own,little,moderate,5096,48.0,furniture/equipment,bad,02.10.2021
445,41.0,female,1.0,rent,,,1244,9.0,education,good,03.10.2021
446,34.0,female,2.0,own,little,little,1842,36.0,car,bad,04.10.2021
447,35.0,male,2.0,own,little,moderate,2576,7.0,radio/TV,good,05.10.2021
448,55.0,female,3.0,own,,rich,1424,12.0,furniture/equipment,good,06.10.2021
449,61.0,male,2.0,own,rich,moderate,1512,15.0,repairs,bad,07.10.2021
450,30.0,male,3.0,own,,,11054,36.0,car,good,08.10.2021
451,29.0,female,2.0,own,little,,518,6.0,radio/TV,good,09.10.2021
452,34.0,male,2.0,own,little,,2759,12.0,furniture/equipment,good,10.10.2021
453,35.0,male,3.0,own,little,,2670,24.0,car,good,11.10.2021
454,31.0,male,2.0,own,little,little,4817,24.0,car,bad,12.10.2021
455,29.0,female,3.0,own,little,,2679,24.0,car,good,13.10.2021
456,36.0,male,2.0,rent,little,little,3905,11.0,car,good,14.10.2021
457,35.0,male,2.0,free,little,little,3386,12.0,car,bad,15.10.2021
458,27.0,female,2.0,own,little,little,343,6.0,domestic appliances,good,16.10.2021
459,32.0,male,2.0,own,little,,4594,18.0,radio/TV,good,17.10.2021
460,37.0,male,2.0,own,little,little,3620,36.0,furniture/equipment,good,18.10.2021
461,36.0,male,2.0,own,little,little,1721,15.0,car,good,19.10.2021
462,34.0,female,3.0,rent,little,moderate,3017,12.0,furniture/equipment,good,20.10.2021
463,38.0,male,2.0,own,,moderate,754,12.0,education,good,21.10.2021
464,34.0,male,2.0,own,little,,1950,18.0,business,good,22.10.2021
465,63.0,male,2.0,own,little,little,2924,24.0,car,good,23.10.2021
466,29.0,female,1.0,rent,little,little,1659,24.0,radio/TV,bad,24.10.2021
467,32.0,male,2.0,own,,,7238,48.0,radio/TV,good,25.10.2021
468,26.0,female,2.0,own,little,,2764,33.0,business,good,26.10.2021
469,35.0,male,1.0,own,little,,4679,24.0,car,good,27.10.2021
470,22.0,male,2.0,rent,moderate,moderate,3092,24.0,radio/TV,bad,28.10.2021
471,23.0,female,2.0,own,little,little,448,6.0,education,bad,29.10.2021
472,28.0,male,1.0,own,little,little,654,9.0,car,bad,30.10.2021
473,36.0,male,3.0,own,,,1238,6.0,education,good,31.10.2021
474,33.0,male,2.0,own,little,moderate,1245,18.0,radio/TV,bad,01.11.2021
475,26.0,female,2.0,rent,little,little,3114,18.0,furniture/equipment,bad,02.11.2021
476,24.0,male,2.0,own,quite rich,,2569,39.0,car,good,03.11.2021
477,25.0,male,2.0,own,little,rich,5152,24.0,radio/TV,good,04.11.2021
478,39.0,male,1.0,own,moderate,moderate,1037,12.0,business,good,05.11.2021
479,44.0,male,2.0,own,little,little,1478,15.0,furniture/equipment,good,06.11.2021
480,23.0,female,1.0,own,little,moderate,3573,12.0,radio/TV,good,07.11.2021
481,26.0,male,2.0,own,little,moderate,1201,24.0,car,good,08.11.2021
482,57.0,female,2.0,rent,rich,little,3622,30.0,furniture/equipment,good,09.11.2021
483,30.0,female,2.0,own,rich,,960,15.0,furniture/equipment,good,10.11.2021
484,44.0,male,2.0,own,quite rich,,1163,12.0,car,good,11.11.2021
485,47.0,male,3.0,own,little,moderate,1209,6.0,car,bad,12.11.2021
486,52.0,male,2.0,own,little,,3077,12.0,radio/TV,good,13.11.2021
487,62.0,female,2.0,free,little,,3757,24.0,car,good,14.11.2021
488,35.0,male,1.0,rent,moderate,,1418,10.0,car,good,15.11.2021
489,26.0,male,2.0,rent,little,,3518,6.0,car,good,16.11.2021
490,26.0,male,2.0,own,little,,1934,12.0,radio/TV,good,17.11.2021
491,42.0,female,3.0,free,little,moderate,8318,27.0,business,bad,18.11.2021
492,27.0,female,2.0,own,moderate,,1237,6.0,radio/TV,good,19.11.2021
493,38.0,male,2.0,own,,moderate,368,6.0,radio/TV,good,20.11.2021
494,39.0,male,1.0,rent,little,little,2122,12.0,car,good,21.11.2021
495,20.0,male,2.0,own,,little,2996,24.0,furniture/equipment,bad,22.11.2021
496,29.0,male,3.0,rent,moderate,moderate,9034,36.0,furniture/equipment,bad,23.11.2021
497,40.0,male,2.0,own,little,,1585,24.0,furniture/equipment,good,24.11.2021
498,32.0,male,1.0,own,little,moderate,1301,18.0,radio/TV,good,25.11.2021
499,28.0,male,2.0,own,moderate,rich,1323,6.0,car,good,26.11.2021
500,27.0,female,2.0,own,little,little,3123,24.0,car,bad,27.11.2021
501,42.0,male,2.0,free,little,little,5493,36.0,car,good,28.11.2021
502,49.0,male,2.0,own,moderate,rich,1126,9.0,radio/TV,good,29.11.2021
503,38.0,male,2.0,own,moderate,moderate,1216,24.0,radio/TV,bad,30.11.2021
504,24.0,female,2.0,rent,little,little,1207,24.0,car,bad,01.12.2021
505,27.0,male,1.0,own,,,1309,10.0,car,bad,02.12.2021
506,36.0,male,2.0,own,quite rich,rich,2360,15.0,car,good,03.12.2021
507,34.0,male,3.0,own,moderate,moderate,6850,15.0,car,bad,04.12.2021
508,28.0,male,2.0,own,little,,1413,24.0,radio/TV,good,05.12.2021
509,45.0,male,3.0,own,moderate,,8588,39.0,car,good,06.12.2021
510,26.0,male,2.0,own,little,little,759,12.0,car,bad,07.12.2021
511,32.0,male,3.0,free,little,,4686,36.0,car,good,08.12.2021
512,26.0,male,2.0,rent,little,rich,2687,15.0,business,good,09.12.2021
513,20.0,male,2.0,rent,little,moderate,585,12.0,radio/TV,good,10.12.2021
514,54.0,male,2.0,own,,,2255,24.0,car,good,11.12.2021
515,37.0,female,2.0,own,little,little,609,6.0,car,good,12.12.2021
516,40.0,male,1.0,own,little,little,1361,6.0,car,good,13.12.2021
517,23.0,female,2.0,rent,little,,7127,36.0,furniture/equipment,bad,14.12.2021
518,43.0,male,2.0,own,moderate,little,1203,6.0,car,good,15.12.2021
519,36.0,male,2.0,free,,,700,6.0,radio/TV,good,16.12.2021
520,44.0,male,2.0,free,little,,5507,24.0,repairs,good,17.12.2021
521,24.0,female,2.0,own,little,little,3190,18.0,radio/TV,bad,18.12.2021
522,53.0,male,2.0,free,little,little,7119,48.0,furniture/equipment,bad,19.12.2021
523,23.0,female,2.0,own,moderate,,3488,24.0,car,good,20.12.2021
524,26.0,female,1.0,own,little,moderate,1113,18.0,radio/TV,good,21.12.2021
525,30.0,male,2.0,own,little,moderate,7966,26.0,car,good,22.12.2021
526,31.0,female,2.0,own,moderate,,1532,15.0,education,good,23.12.2021
527,42.0,male,1.0,own,little,,1503,4.0,radio/TV,good,24.12.2021
528,31.0,male,2.0,rent,little,little,2302,36.0,radio/TV,bad,25.12.2021
529,41.0,male,1.0,own,little,little,662,6.0,car,good,26.12.2021
530,32.0,male,2.0,own,little,moderate,2273,36.0,education,good,27.12.2021
531,28.0,female,2.0,rent,moderate,moderate,2631,15.0,car,bad,28.12.2021
532,41.0,male,2.0,rent,little,,1503,12.0,car,good,29.12.2021
533,26.0,male,2.0,own,moderate,,1311,24.0,radio/TV,good,30.12.2021
534,25.0,male,2.0,own,,,3105,24.0,radio/TV,good,31.12.2021
535,33.0,male,2.0,rent,little,rich,2319,21.0,education,bad,01.01.2022
536,75.0,female,3.0,own,,little,1374,6.0,car,good,02.01.2022
537,37.0,female,2.0,own,little,moderate,3612,18.0,furniture/equipment,good,03.01.2022
538,42.0,male,3.0,free,little,little,7763,48.0,car,bad,04.01.2022
539,45.0,female,1.0,own,little,rich,3049,18.0,furniture/equipment,good,05.01.2022
540,23.0,male,2.0,rent,little,moderate,1534,12.0,radio/TV,bad,06.01.2022
541,60.0,male,2.0,free,little,,2032,24.0,car,good,07.01.2022
542,31.0,male,2.0,own,,little,6350,30.0,furniture/equipment,bad,08.01.2022
543,34.0,male,1.0,own,little,rich,2864,18.0,furniture/equipment,bad,09.01.2022
544,61.0,male,1.0,own,little,,1255,12.0,car,good,10.01.2022
545,43.0,male,2.0,free,little,little,1333,24.0,car,bad,11.01.2022
546,37.0,female,2.0,own,little,,2022,24.0,car,good,12.01.2022
547,32.0,male,2.0,own,little,,1552,24.0,radio/TV,good,13.01.2022
548,24.0,female,1.0,own,little,little,626,12.0,radio/TV,bad,14.01.2022
549,35.0,male,2.0,free,,,8858,48.0,car,good,15.01.2022
550,23.0,female,2.0,own,,,996,12.0,repairs,good,16.01.2022
551,45.0,male,1.0,own,quite rich,,1750,6.0,radio/TV,good,17.01.2022
552,34.0,male,2.0,own,little,little,6999,48.0,radio/TV,bad,18.01.2022
553,27.0,male,2.0,own,moderate,moderate,1995,12.0,car,good,19.01.2022
554,67.0,female,3.0,own,little,moderate,1199,9.0,education,good,20.01.2022
555,22.0,male,2.0,own,little,moderate,1331,12.0,radio/TV,bad,21.01.2022
556,28.0,female,2.0,own,moderate,moderate,2278,18.0,car,bad,22.01.2022
557,29.0,female,2.0,own,,,5003,21.0,car,bad,23.01.2022
558,27.0,male,2.0,own,little,little,3552,24.0,furniture/equipment,bad,24.01.2022
559,31.0,male,1.0,own,little,moderate,1928,18.0,furniture/equipment,bad,25.01.2022
560,49.0,male,2.0,free,,little,2964,24.0,car,good,26.01.2022
561,24.0,male,1.0,rent,little,little,1546,24.0,radio/TV,bad,27.01.2022
562,29.0,female,2.0,own,little,rich,683,6.0,radio/TV,good,28.01.2022
563,37.0,male,2.0,free,,moderate,12389,36.0,car,bad,29.01.2022
564,37.0,male,3.0,own,,moderate,4712,24.0,business,good,30.01.2022
565,23.0,female,2.0,rent,moderate,moderate,1553,24.0,radio/TV,good,31.01.2022
566,36.0,male,2.0,own,little,little,1372,12.0,car,bad,01.02.2022
567,34.0,male,2.0,own,rich,,2578,24.0,radio/TV,good,02.02.2022
568,41.0,male,2.0,own,,moderate,3979,48.0,radio/TV,good,03.02.2022
569,31.0,female,2.0,own,little,little,6758,48.0,radio/TV,bad,04.02.2022
570,23.0,female,1.0,rent,little,little,3234,24.0,furniture/equipment,bad,05.02.2022
571,38.0,male,2.0,own,little,,5954,30.0,radio/TV,good,06.02.2022
572,26.0,female,3.0,rent,,,5433,24.0,car,good,07.02.2022
573,22.0,female,1.0,own,little,little,806,15.0,business,good,08.02.2022
574,27.0,male,1.0,own,little,moderate,1082,9.0,radio/TV,good,09.02.2022
575,24.0,female,2.0,own,little,,2788,15.0,furniture/equipment,good,10.02.2022
576,27.0,female,2.0,own,little,moderate,2930,12.0,radio/TV,good,11.02.2022
577,33.0,female,2.0,own,,,1927,24.0,education,good,12.02.2022
578,27.0,male,2.0,own,little,moderate,2820,36.0,car,bad,13.02.2022
579,27.0,male,1.0,own,little,,937,24.0,education,good,14.02.2022
580,30.0,male,2.0,own,little,moderate,1056,18.0,car,bad,15.02.2022
581,49.0,male,1.0,own,little,moderate,3124,12.0,car,good,16.02.2022
582,26.0,female,2.0,rent,little,,1388,9.0,furniture/equipment,good,17.02.2022
583,33.0,male,1.0,rent,little,moderate,2384,36.0,repairs,bad,18.02.2022
584,52.0,female,3.0,free,,,2133,12.0,car,good,19.02.2022
585,20.0,female,2.0,rent,little,little,2039,18.0,furniture/equipment,bad,20.02.2022
586,36.0,male,2.0,rent,little,little,2799,9.0,car,good,21.02.2022
587,21.0,male,1.0,own,little,little,1289,12.0,furniture/equipment,good,22.02.2022
588,47.0,male,1.0,own,little,little,1217,18.0,domestic appliances,bad,23.02.2022
589,60.0,male,2.0,own,little,little,2246,12.0,furniture/equipment,bad,24.02.2022
590,58.0,female,1.0,own,little,little,385,12.0,radio/TV,good,25.02.2022
591,42.0,female,2.0,rent,,moderate,1965,24.0,car,good,26.02.2022
592,36.0,female,1.0,own,rich,,1572,21.0,business,good,27.02.2022
593,20.0,female,1.0,rent,little,moderate,2718,24.0,car,bad,28.02.2022
594,40.0,male,3.0,own,,little,1358,24.0,vacation/others,bad,01.03.2022
595,32.0,female,1.0,own,moderate,moderate,931,6.0,car,bad,02.03.2022
596,23.0,female,2.0,rent,little,little,1442,24.0,car,bad,03.03.2022
597,36.0,male,1.0,own,little,moderate,4241,24.0,business,bad,04.03.2022
598,31.0,male,2.0,own,little,,2775,18.0,car,bad,05.03.2022
599,32.0,male,2.0,free,little,,3863,24.0,business,good,06.03.2022
600,45.0,female,2.0,own,little,moderate,2329,7.0,radio/TV,good,07.03.2022
601,30.0,female,2.0,own,little,moderate,918,9.0,furniture/equipment,bad,08.03.2022
602,34.0,female,1.0,free,little,moderate,1837,24.0,education,bad,09.03.2022
603,28.0,female,3.0,own,little,,3349,36.0,furniture/equipment,bad,10.03.2022
604,23.0,female,2.0,own,little,rich,1275,10.0,furniture/equipment,good,11.03.2022
605,22.0,male,2.0,own,quite rich,little,2828,24.0,furniture/equipment,good,12.03.2022
606,74.0,male,3.0,own,little,,4526,24.0,business,good,13.03.2022
607,50.0,female,2.0,free,moderate,moderate,2671,36.0,radio/TV,bad,14.03.2022
608,33.0,male,2.0,own,little,,2051,18.0,radio/TV,good,15.03.2022
609,45.0,male,2.0,free,,,1300,15.0,car,good,16.03.2022
610,22.0,female,2.0,own,moderate,little,741,12.0,domestic appliances,bad,17.03.2022
611,48.0,female,1.0,free,moderate,rich,1240,10.0,car,bad,18.03.2022
612,29.0,female,2.0,own,rich,little,3357,21.0,radio/TV,good,19.03.2022
613,22.0,female,2.0,rent,little,little,3632,24.0,car,good,20.03.2022
614,22.0,female,2.0,own,little,,1808,18.0,furniture/equipment,bad,21.03.2022
615,48.0,male,3.0,own,,moderate,12204,48.0,business,good,22.03.2022
616,27.0,male,3.0,free,,moderate,9157,60.0,radio/TV,good,23.03.2022
617,37.0,male,2.0,rent,little,little,3676,6.0,car,good,24.03.2022
618,21.0,female,2.0,rent,moderate,moderate,3441,30.0,furniture/equipment,bad,25.03.2022
619,49.0,male,1.0,own,little,,640,12.0,car,good,26.03.2022
620,27.0,male,2.0,own,little,moderate,3652,21.0,business,good,27.03.2022
621,32.0,male,2.0,own,little,,1530,18.0,car,bad,28.03.2022
622,38.0,male,2.0,own,,,3914,48.0,business,bad,29.03.2022
623,22.0,female,2.0,rent,little,little,1858,12.0,furniture/equipment,good,30.03.2022
624,65.0,male,2.0,free,little,little,2600,18.0,radio/TV,bad,31.03.2022
625,35.0,male,2.0,own,,,1979,15.0,radio/TV,good,01.04.2022
626,41.0,male,2.0,own,little,rich,2116,6.0,furniture/equipment,good,02.04.2022
627,29.0,male,2.0,own,moderate,moderate,1437,9.0,car,bad,03.04.2022
628,36.0,male,2.0,own,quite rich,,4042,42.0,furniture/equipment,good,04.04.2022
629,64.0,male,1.0,own,,,3832,9.0,education,good,05.04.2022
630,28.0,female,2.0,own,little,little,3660,24.0,radio/TV,good,06.04.2022
631,44.0,male,2.0,own,little,little,1553,18.0,furniture/equipment,bad,07.04.2022
632,23.0,male,2.0,own,,moderate,1444,15.0,radio/TV,good,08.04.2022
633,19.0,female,2.0,rent,little,,1980,9.0,furniture/equipment,bad,09.04.2022
634,25.0,female,1.0,own,little,moderate,1355,24.0,car,bad,10.04.2022
635,47.0,male,2.0,own,little,,1393,12.0,education,good,11.04.2022
636,28.0,female,2.0,own,quite rich,,1376,24.0,radio/TV,good,12.04.2022
637,21.0,male,2.0,own,little,,15650003,60.0,radio/TV,good,13.04.2022
638,34.0,female,2.0,own,little,,1493,12.0,radio/TV,good,14.04.2022
639,26.0,male,2.0,own,little,little,4370,42.0,radio/TV,bad,15.04.2022
640,27.0,female,0.0,own,little,little,750,18.0,education,bad,16.04.2022
641,38.0,male,1.0,own,little,moderate,1308,15.0,repairs,good,17.04.2022
642,40.0,male,3.0,own,moderate,,4623,15.0,education,bad,18.04.2022
643,33.0,male,2.0,own,little,,1851,24.0,radio/TV,good,19.04.2022
644,32.0,male,3.0,own,little,little,1880,18.0,radio/TV,good,20.04.2022
645,27.0,male,2.0,rent,,,7980,36.0,business,bad,21.04.2022
646,32.0,male,2.0,own,little,little,4583,30.0,furniture/equipment,good,22.04.2022
647,26.0,female,2.0,own,quite rich,,1386,12.0,car,bad,23.04.2022
648,38.0,male,2.0,free,little,rich,947,24.0,car,bad,24.04.2022
649,40.0,male,1.0,rent,little,little,684,12.0,education,bad,25.04.2022
650,50.0,male,3.0,free,little,little,7476,48.0,education,good,26.04.2022
651,37.0,male,1.0,own,little,moderate,1922,12.0,furniture/equipment,bad,27.04.2022
652,45.0,male,2.0,own,little,little,2303,24.0,car,bad,28.04.2022
653,42.0,male,3.0,own,moderate,moderate,8086,36.0,car,bad,29.04.2022
654,35.0,male,2.0,own,little,,2346,24.0,car,good,30.04.2022
655,22.0,male,2.0,free,little,little,3973,14.0,car,good,01.05.2022
656,41.0,male,1.0,own,little,moderate,888,12.0,car,bad,02.05.2022
657,37.0,male,2.0,own,,,10222,48.0,radio/TV,good,03.05.2022
658,28.0,female,2.0,own,little,moderate,4221,30.0,business,good,04.05.2022
659,41.0,male,2.0,own,little,moderate,6361,18.0,furniture/equipment,good,05.05.2022
660,23.0,male,2.0,rent,little,rich,1297,12.0,radio/TV,good,06.05.2022
661,23.0,male,2.0,own,,little,900,12.0,car,bad,07.05.2022
662,50.0,male,2.0,own,little,,2241,21.0,furniture/equipment,good,08.05.2022
663,35.0,male,3.0,own,little,moderate,1050,6.0,furniture/equipment,good,09.05.2022
664,50.0,female,1.0,own,little,rich,1047,6.0,education,good,10.05.2022
665,27.0,male,3.0,own,little,,6314,24.0,vacation/others,good,11.05.2022
666,34.0,male,2.0,own,rich,moderate,3496,30.0,furniture/equipment,good,12.05.2022
667,27.0,female,2.0,own,little,,3609,48.0,business,good,13.05.2022
668,43.0,male,2.0,rent,little,little,4843,12.0,car,bad,14.05.2022
669,47.0,male,2.0,own,little,rich,3017,30.0,radio/TV,good,15.05.2022
670,27.0,male,1.0,own,moderate,,4139,24.0,business,good,16.05.2022
671,31.0,male,2.0,own,moderate,,5742,36.0,business,good,17.05.2022
672,42.0,male,3.0,own,little,,10366,60.0,car,good,18.05.2022
673,24.0,male,2.0,own,quite rich,,2080,6.0,car,good,19.05.2022
674,41.0,male,1.0,own,quite rich,,2580,21.0,business,bad,20.05.2022
675,26.0,female,3.0,rent,little,,4530,30.0,radio/TV,good,21.05.2022
676,33.0,male,2.0,own,little,,5150,24.0,furniture/equipment,good,22.05.2022
677,24.0,male,2.0,own,moderate,moderate,5595,72.0,radio/TV,bad,23.05.2022
678,64.0,male,1.0,rent,little,little,2384,24.0,radio/TV,good,24.05.2022
679,26.0,female,2.0,own,little,,1453,18.0,radio/TV,good,25.05.2022
680,56.0,female,2.0,own,little,,1538,6.0,education,good,26.05.2022
681,37.0,male,2.0,free,,,2279,12.0,radio/TV,good,27.05.2022
682,33.0,male,2.0,own,little,,1478,15.0,radio/TV,good,28.05.2022
683,47.0,male,2.0,free,little,,5103,24.0,radio/TV,good,29.05.2022
684,31.0,male,1.0,own,moderate,moderate,9857,36.0,business,good,30.05.2022
685,34.0,male,2.0,free,,,6527,60.0,car,good,31.05.2022
686,27.0,male,2.0,own,,rich,1347,10.0,radio/TV,good,01.06.2022
687,30.0,male,2.0,free,moderate,moderate,2862,36.0,car,good,02.06.2022
688,35.0,male,2.0,own,moderate,,2753,9.0,radio/TV,good,03.06.2022
689,31.0,male,2.0,own,rich,little,3651,12.0,car,good,04.06.2022
690,25.0,male,2.0,own,little,little,975,15.0,furniture/equipment,good,05.06.2022
691,25.0,female,1.0,own,moderate,moderate,2631,15.0,repairs,good,06.06.2022
692,29.0,male,2.0,own,moderate,moderate,2896,24.0,radio/TV,good,07.06.2022
693,44.0,male,1.0,own,,little,4716,6.0,car,good,08.06.2022
694,28.0,male,2.0,own,little,,2284,24.0,radio/TV,good,09.06.2022
695,50.0,male,2.0,rent,quite rich,,1236,6.0,car,good,10.06.2022
696,29.0,male,2.0,own,little,moderate,1103,12.0,radio/TV,good,11.06.2022
697,38.0,female,0.0,own,little,,926,12.0,car,good,12.06.2022
698,24.0,male,2.0,own,little,,1800,18.0,radio/TV,good,13.06.2022
699,40.0,male,3.0,rent,little,rich,1905,15.0,education,good,14.06.2022
700,29.0,female,1.0,rent,quite rich,,1123,12.0,furniture/equipment,bad,15.06.2022
701,46.0,male,2.0,free,little,little,6331,48.0,car,bad,16.06.2022
702,47.0,female,2.0,free,moderate,rich,1377,24.0,radio/TV,good,17.06.2022
703,41.0,male,2.0,own,moderate,moderate,2503,30.0,business,good,18.06.2022
704,32.0,female,2.0,own,little,moderate,2528,27.0,business,good,19.06.2022
705,35.0,female,2.0,free,quite rich,,5324,15.0,car,good,20.06.2022
706,24.0,male,2.0,own,moderate,moderate,6560,48.0,car,bad,21.06.2022
707,25.0,female,2.0,rent,little,moderate,2969,12.0,furniture/equipment,bad,22.06.2022
708,25.0,female,2.0,own,little,moderate,1206,9.0,radio/TV,good,23.06.2022
709,37.0,male,1.0,own,little,moderate,2118,9.0,radio/TV,good,24.06.2022
710,32.0,male,3.0,own,quite rich,,629,18.0,radio/TV,good,25.06.2022
711,35.0,female,2.0,free,little,little,1198,6.0,education,bad,26.06.2022
712,46.0,male,3.0,own,,,2476,21.0,car,good,27.06.2022
713,25.0,male,1.0,own,little,little,1138,9.0,radio/TV,good,28.06.2022
714,27.0,male,3.0,own,little,moderate,14027,60.0,car,bad,29.06.2022
715,63.0,male,2.0,own,,,7596,30.0,car,good,30.06.2022
716,40.0,male,2.0,own,,,3077,30.0,radio/TV,good,01.07.2022
717,32.0,male,3.0,free,little,,1505,18.0,radio/TV,good,02.07.2022
718,31.0,male,2.0,own,,rich,3148,24.0,radio/TV,good,03.07.2022
719,31.0,male,2.0,own,moderate,moderate,6148,20.0,car,good,04.07.2022
720,34.0,male,3.0,own,little,rich,1337,9.0,radio/TV,bad,10.07.2021
