tips,lem_words,lem_tags,word_tags,lng,lat,polarity_pred
Chicken meets man. Man is victorious.,chicken meet man man be victorious,NN VB NN NN VB JJ,"[chicken/NN, meet/VB, man/NN, man/NN, be/VB, victorious/JJ]",51.5577226335,0.0735475203464,2
"The most addictive chicken restaurant in the world? Try the rice, it's awesome! (4 of 4 petals via Fondu)",most addictive chicken restaurant world try rice awesome petal fondu,RB JJ NN NN NN VB NN JJ NN NN,"[most/RB, addictive/JJ, chicken/NN, restaurant/NN, world/NN, try/VB, rice/NN, awesome/JJ, petal/NN, fondu/NN]",51.4376087297,0.270660364555,2
If you choose to go on saturday : best times are between 12:30 -1.30pm or 7.30 to 9.30pm.,choose go saturday best time be pm pm,VB VB NN VB NN VB NN NN,"[choose/VB, go/VB, saturday/NN, best/VB, time/NN, be/VB, pm/NN, pm/NN]",51.5159222769,0.0771987965483,2
This Nando's is seriously great. The staff are all friendly and the wait for take-away orders is insanely quick. Must check it out.,nando be seriously great staff be friendly wait take away order be insanely quick check out,NN VB RB JJ NN VB JJ NN NN NN NN VB RB JJ VB RB,"[nando/NN, be/VB, seriously/RB, great/JJ, staff/NN, be/VB, friendly/JJ, wait/NN, take/NN, away/NN, order/NN, be/VB, insanely/RB, quick/JJ, check/VB, out/RB]",51.5031608768,-0.0184979246352,2
Your a winner because you've chosen chicken for dinner,winner have choose chicken dinner,NN VB VB NN NN,"[winner/NN, have/VB, choose/VB, chicken/NN, dinner/NN]",51.4507736282,0.180125056839,2
I recommend the chicken...,recommend chicken,VB NN,"[recommend/VB, chicken/NN]",51.4566542361,0.147392324807,2
"Slow service, but tasty as their chicken always is",slow service tasty chicken always be,JJ NN JJ NN RB VB,"[slow/JJ, service/NN, tasty/JJ, chicken/NN, always/RB, be/VB]",51.5848384245,-0.0204557859801,2
Nando's #105. Very very dry chicken. 2 Cocks.,nando very very dry chicken cock,RB RB RB JJ NN VB,"[nando/RB, very/RB, very/RB, dry/JJ, chicken/NN, cock/VB]",51.4477742014,-0.0181296358898,2
Scharfes Hähnchen scharfe Soßen! Preis ok,hähnchen scharfe soßen preis,RB VB NN NN,"[hähnchen/RB, scharfe/VB, soßen/NN, preis/NN]",51.5120560768,-0.0836225319468,2
Try the red pepper dip with lovely warm pitta - it's amazing!,try red pepper dip lovely warm pitta amazing,VB JJ NN NN JJ NN NN JJ,"[try/VB, red/JJ, pepper/NN, dip/NN, lovely/JJ, warm/NN, pitta/NN, amazing/JJ]",51.3934629829,0.112217104865,2
"One of the best nando's I've been to, it looks awesome inside.",best nando have be look awesome inside,JJ RB VB VB VB JJ NN,"[best/JJ, nando/RB, have/VB, be/VB, look/VB, awesome/JJ, inside/NN]",51.5073557684,-0.0928222217555,2
Chicken wing starter is BOOM!,chicken wing starter be boom,NN NN NN VB NN,"[chicken/NN, wing/NN, starter/NN, be/VB, boom/NN]",51.4059810423,0.0160824596857,2
Dont sit near the door.,dont sit door,VB NN NN,"[dont/VB, sit/NN, door/NN]",51.4913335927,0.0668020335976,2
Extra Hot Chicken Butterfly with Chips with PERI-PERI salt and Spicy Rice is the way to go!,extra hot chicken butterfly chip peri peri salt spicy rice be way go,JJ JJ NN NN NN NN NN NN JJ NN VB NN VB,"[extra/JJ, hot/JJ, chicken/NN, butterfly/NN, chip/NN, peri/NN, peri/NN, salt/NN, spicy/JJ, rice/NN, be/VB, way/NN, go/VB]",51.5050113731,-0.020292912016,2
"John Smith's inside do pretty nice sandwiches, great with a meal deal.",john do pretty nice sandwich great meal deal,NN VB RB JJ NN JJ NN NN,"[john/NN, do/VB, pretty/RB, nice/JJ, sandwich/NN, great/JJ, meal/NN, deal/NN]",51.5075332602,0.0645268791959,2
Used to be Westwood college,used be westwood college,VB VB JJ NN,"[used/VB, be/VB, westwood/JJ, college/NN]",51.4586798153,0.0874060021463,2
Stunning view in the heart of one of London's financial districts. Best way to learn about business!,stunning view heart london financial district best way learn business,JJ NN NN NN JJ NN VB NN VB NN,"[stunning/JJ, view/NN, heart/NN, london/NN, financial/JJ, district/NN, best/VB, way/NN, learn/VB, business/NN]",51.504763966,-0.0192305779802,2
Good luck getting a room!,good luck get room,JJ NN VB NN,"[good/JJ, luck/NN, get/VB, room/NN]",51.4832788331,-0.00701170909762,2
Wonderful space.,wonderful space,JJ NN,"[wonderful/JJ, space/NN]",51.4801620897,-0.00895295636369,2
Residence is depressing :(,residence be depress,NN VB VB,"[residence/NN, be/VB, depress/VB]",51.4814623552,-0.021853351134,2
Ravensbourne provides the eduroam network,ravensbourne provide eduroam network,NN VB NN NN,"[ravensbourne/NN, provide/VB, eduroam/NN, network/NN]",51.4206342796,0.0536217146185,2
There is no parking facilities here for students,be parking facility here student,VB NN NN RB NN,"[be/VB, parking/NN, facility/NN, here/RB, student/NN]",51.5921482768,0.22577631494,2
The Sociology Department has the best view of London from the 12th floor,sociology department have best view london floor,NN NN VB JJ NN NN NN,"[sociology/NN, department/NN, have/VB, best/JJ, view/NN, london/NN, floor/NN]",51.4749006111,-0.0359053216073,2
Lunch at Natura in the Students Union Building (Tiananmen) is cheap and vegan. Give it a go!,lunch natura student union build tiananman be cheap vegan give go,NN NN NN NN VB NN VB JJ VB VB VB,"[lunch/NN, natura/NN, student/NN, union/NN, build/VB, tiananman/NN, be/VB, cheap/JJ, vegan/VB, give/VB, go/VB]",51.4751916996,-0.0384585945885,2
wonderful to be here again,wonderful be here again,JJ VB RB RB,"[wonderful/JJ, be/VB, here/RB, again/RB]",51.5236777482,-0.04035115242,2
Until the 10th August we also have a clearing reception at Queen Anne Court. Please stop by with any programme enquiries!,august also have clearing reception queen anne court please stop programme enquiry,JJ RB VB NN NN NN VB NN NN NN NN NN,"[august/JJ, also/RB, have/VB, clearing/NN, reception/NN, queen/NN, anne/VB, court/NN, please/NN, stop/NN, programme/NN, enquiry/NN]",51.4836380747,-0.00530663545313,2
Love the security guard!he is so funny and friendly!,love security guard be so funny friendly,VB NN NN VB RB JJ JJ,"[love/VB, security/NN, guard/NN, be/VB, so/RB, funny/JJ, friendly/JJ]",51.5243655818,-0.0378266931929,2
Socialising in the kitchen while lost in journals! Good stuff!,socialising kitchen lost journal good stuff,NN NN JJ NN JJ NN,"[socialising/NN, kitchen/NN, lost/JJ, journal/NN, good/JJ, stuff/NN]",51.5250219197,-0.0379739937625,2
Dont try the secret sauce,dont try secret sauce,VB VB JJ NN,"[dont/VB, try/VB, secret/JJ, sauce/NN]",51.5226430514,-0.0413650274277,2
"Designed by Sir Christopher Wren, the college was going to have an enormous dome in the middle, but Queen Mary II objected as it would block the view of the river from her house in Greenwich Park.",design sir christopher wren college be go have enormous dome middle queen mary ii object block view river house greenwich park,VB NN NN VB NN VB VB VB JJ NN JJ NN JJ NN VB VB NN NN NN JJ NN,"[design/VB, sir/NN, christopher/NN, wren/VB, college/NN, be/VB, go/VB, have/VB, enormous/JJ, dome/NN, middle/JJ, queen/NN, mary/JJ, ii/NN, object/VB, block/VB, view/NN, river/NN, house/NN, greenwich/JJ, park/NN]",51.4832336577,-0.00557899475098,2
Much nicer than Tottenham.,much nicer tottenham,RB JJ NN,"[much/RB, nicer/JJ, tottenham/NN]",51.5911675773,-0.0101651905001,2
Residence is depressing :(,residence be depress,NN VB VB,"[residence/NN, be/VB, depress/VB]",51.4814623552,-0.021853351134,2
Fish and Chip take-aways all over the place nearby :],fish chip take away place nearby,NN NN NN VB NN RB,"[fish/NN, chip/NN, take/NN, away/VB, place/NN, nearby/RB]",51.5815232472,0.222022533417,2
One of the top 20 universities in the world!,top university world,JJ NN NN,"[top/JJ, university/NN, world/NN]",51.5116270804,-0.116375684738,2
I love the people in the English Language Center! Everyone is so nice and friendly!,love person english language center everyone be so nice friendly,VB NN NN NN NN NN VB RB JJ JJ,"[love/VB, person/NN, english/NN, language/NN, center/NN, everyone/NN, be/VB, so/RB, nice/JJ, friendly/JJ]",51.5147855726,-0.123150487643,2
Teabag Pob in the lift.,teabag pob lift,NN NN NN,"[teabag/NN, pob/NN, lift/NN]",51.4984138464,-0.130073113479,2
GamesMaker training for the 2012 Olympics is taking place here.,gamesmaker training olympics be take place here,NN NN NN VB VB NN RB,"[gamesmaker/NN, training/NN, olympics/NN, be/VB, take/VB, place/NN, here/RB]",51.5295789643,-0.0799016777445,2
www.Bromley.ac.uk for more information,www bromley ac uk more information,NN NN NN NN JJ NN,"[www/NN, bromley/NN, ac/NN, uk/NN, more/JJ, information/NN]",51.3872750718,0.0353250064007,2
Some Sundays they have a wonderful farmers market.,sunday have wonderful farmer market,NN VB JJ NN NN,"[sunday/NN, have/VB, wonderful/JJ, farmer/NN, market/NN]",51.439282855,-0.0840067863464,2
Creamichoc is delicious,creamichoc be delicious,NN VB JJ,"[creamichoc/NN, be/VB, delicious/JJ]",51.4676769054,-0.0879442691803,2
Holbern hop every Thursday. So fun,holbern hop thursday fun,NN NN NN NN,"[holbern/NN, hop/NN, thursday/NN, fun/NN]",51.5155358586,-0.119352893786,2
Excellent security. The safety of students are vital.,excellent security safety student be vital,JJ NN NN NN VB JJ,"[excellent/JJ, security/NN, safety/NN, student/NN, be/VB, vital/JJ]",51.4739674832,-0.0804747478182,2
Great hospital staffed by amazing people. Cherish these services while we still have them. They are the people who have trained to care for you so take care of them. Treat them with respect always.,great hospital staff amazing person cherish service still have be person have train care so take care treat respect always,JJ NN VB JJ NN VB NN RB VB VB NN VB VB VB RB VB NN VB NN RB,"[great/JJ, hospital/NN, staff/VB, amazing/JJ, person/NN, cherish/VB, service/NN, still/RB, have/VB, be/VB, person/NN, have/VB, train/VB, care/VB, so/RB, take/VB, care/NN, treat/VB, respect/NN, always/RB]",51.4681498958,-0.0930162493995,2
Good location great teachers,good location great teacher,JJ NN JJ NN,"[good/JJ, location/NN, great/JJ, teacher/NN]",51.5171597738,-0.125417747113,2
Choose another uni,choose uni,VB JJ,"[choose/VB, uni/JJ]",51.4947608175,-0.101678297411,2
"This campus includes the Florence Nightingale School of Nursing and Midwifery named for the founder of modern nursing, and a rebel who shunned societal expectations for women. Go, Florence!",campus include florence nightingale school nursing midwifery name founder modern nursing rebel shun societal expectation woman go florence,NN VB NN NN NN NN NN VB NN JJ NN NN VB JJ NN NN VB NN,"[campus/NN, include/VB, florence/NN, nightingale/NN, school/NN, nursing/NN, midwifery/NN, name/VB, founder/NN, modern/JJ, nursing/NN, rebel/NN, shun/VB, societal/JJ, expectation/NN, woman/NN, go/VB, florence/NN]",51.5055975107,-0.112166203111,2
"Get into the enclosed bar right at the top during a gig for a super-cheap, super-strong cocktail. £3.50 goes a long way in here. After more than a couple, however, you'll struggle to go a short way.",get enclose bar right top gig super cheap super strong cocktail go long way here more couple however ll struggle go short way,VB VB NN RB NN NN JJ JJ JJ JJ NN VB JJ NN RB JJ NN RB VB NN VB JJ NN,"[get/VB, enclose/VB, bar/NN, right/RB, top/NN, gig/NN, super/JJ, cheap/JJ, super/JJ, strong/JJ, cocktail/NN, go/VB, long/JJ, way/NN, here/RB, more/JJ, couple/NN, however/RB, ll/VB, struggle/NN, go/VB, short/JJ, way/NN]",51.5111798355,-0.115168768239,2
"The Company of Surgeons moved to Lincoln’s Inn Fields in 1797, and received a royal charter 3 years later. Since 1799 it has housed the Hunterian Museum of anatomical oddities.",company surgeon move lincoln inn field receive royal charter year later have house hunterian museum anatomical oddity,NN NN VB VB NN NN VB JJ NN NN RB VB VB JJ NN JJ NN,"[company/NN, surgeon/NN, move/VB, lincoln/VB, inn/NN, field/NN, receive/VB, royal/JJ, charter/NN, year/NN, later/RB, have/VB, house/VB, hunterian/JJ, museum/NN, anatomical/JJ, oddity/NN]",51.5153709758,-0.116230884057,2
The most amazing university you'll ever visit.,most amazing university ll ever visit,RB JJ NN VB RB NN,"[most/RB, amazing/JJ, university/NN, ll/VB, ever/RB, visit/NN]",51.5364091935,-0.124761491449,2
"Designed by Sir Christopher Wren, the college was going to have an enormous dome in the middle, but Queen Mary II objected as it would block the view of the river from her house in Greenwich Park.",design sir christopher wren college be go have enormous dome middle queen mary ii object block view river house greenwich park,VB NN NN VB NN VB VB VB JJ NN JJ NN JJ NN VB VB NN NN NN JJ NN,"[design/VB, sir/NN, christopher/NN, wren/VB, college/NN, be/VB, go/VB, have/VB, enormous/JJ, dome/NN, middle/JJ, queen/NN, mary/JJ, ii/NN, object/VB, block/VB, view/NN, river/NN, house/NN, greenwich/JJ, park/NN]",51.4832336577,-0.00557899475098,2
Much nicer than Tottenham.,much nicer tottenham,RB JJ NN,"[much/RB, nicer/JJ, tottenham/NN]",51.5911675773,-0.0101651905001,2
Residence is depressing :(,residence be depress,NN VB VB,"[residence/NN, be/VB, depress/VB]",51.4814623552,-0.021853351134,2
Fish and Chip take-aways all over the place nearby :],fish chip take away place nearby,NN NN NN VB NN RB,"[fish/NN, chip/NN, take/NN, away/VB, place/NN, nearby/RB]",51.5815232472,0.222022533417,2
GamesMaker training for the 2012 Olympics is taking place here.,gamesmaker training olympics be take place here,NN NN NN VB VB NN RB,"[gamesmaker/NN, training/NN, olympics/NN, be/VB, take/VB, place/NN, here/RB]",51.5295789643,-0.0799016777445,2
www.Bromley.ac.uk for more information,www bromley ac uk more information,NN NN NN NN JJ NN,"[www/NN, bromley/NN, ac/NN, uk/NN, more/JJ, information/NN]",51.3872750718,0.0353250064007,2
Some Sundays they have a wonderful farmers market.,sunday have wonderful farmer market,NN VB JJ NN NN,"[sunday/NN, have/VB, wonderful/JJ, farmer/NN, market/NN]",51.439282855,-0.0840067863464,2
Creamichoc is delicious,creamichoc be delicious,NN VB JJ,"[creamichoc/NN, be/VB, delicious/JJ]",51.4676769054,-0.0879442691803,2
Holbern hop every Thursday. So fun,holbern hop thursday fun,NN NN NN NN,"[holbern/NN, hop/NN, thursday/NN, fun/NN]",51.5155358586,-0.119352893786,2
Excellent security. The safety of students are vital.,excellent security safety student be vital,JJ NN NN NN VB JJ,"[excellent/JJ, security/NN, safety/NN, student/NN, be/VB, vital/JJ]",51.4739674832,-0.0804747478182,2
Great hospital staffed by amazing people. Cherish these services while we still have them. They are the people who have trained to care for you so take care of them. Treat them with respect always.,great hospital staff amazing person cherish service still have be person have train care so take care treat respect always,JJ NN VB JJ NN VB NN RB VB VB NN VB VB VB RB VB NN VB NN RB,"[great/JJ, hospital/NN, staff/VB, amazing/JJ, person/NN, cherish/VB, service/NN, still/RB, have/VB, be/VB, person/NN, have/VB, train/VB, care/VB, so/RB, take/VB, care/NN, treat/VB, respect/NN, always/RB]",51.4681498958,-0.0930162493995,2
Good location great teachers,good location great teacher,JJ NN JJ NN,"[good/JJ, location/NN, great/JJ, teacher/NN]",51.5171597738,-0.125417747113,2
One of the top 20 universities in the world!,top university world,JJ NN NN,"[top/JJ, university/NN, world/NN]",51.5116270804,-0.116375684738,2
"take cair if u diside to try the food, it nakes school food seam like the best thing ever.",take cair diside try food nake school food seam best thing ever,VB NN JJ VB NN VB NN NN NN JJ NN RB,"[take/VB, cair/NN, diside/JJ, try/VB, food/NN, nake/VB, school/NN, food/NN, seam/NN, best/JJ, thing/NN, ever/RB]",51.5222497561,-0.131132990506,2
Choose another uni,choose uni,VB JJ,"[choose/VB, uni/JJ]",51.4947608175,-0.101678297411,2
"This campus includes the Florence Nightingale School of Nursing and Midwifery named for the founder of modern nursing, and a rebel who shunned societal expectations for women. Go, Florence!",campus include florence nightingale school nursing midwifery name founder modern nursing rebel shun societal expectation woman go florence,NN VB NN NN NN NN NN VB NN JJ NN NN VB JJ NN NN VB NN,"[campus/NN, include/VB, florence/NN, nightingale/NN, school/NN, nursing/NN, midwifery/NN, name/VB, founder/NN, modern/JJ, nursing/NN, rebel/NN, shun/VB, societal/JJ, expectation/NN, woman/NN, go/VB, florence/NN]",51.5055975107,-0.112166203111,2
"Get into the enclosed bar right at the top during a gig for a super-cheap, super-strong cocktail. £3.50 goes a long way in here. After more than a couple, however, you'll struggle to go a short way.",get enclose bar right top gig super cheap super strong cocktail go long way here more couple however ll struggle go short way,VB VB NN RB NN NN JJ JJ JJ JJ NN VB JJ NN RB JJ NN RB VB NN VB JJ NN,"[get/VB, enclose/VB, bar/NN, right/RB, top/NN, gig/NN, super/JJ, cheap/JJ, super/JJ, strong/JJ, cocktail/NN, go/VB, long/JJ, way/NN, here/RB, more/JJ, couple/NN, however/RB, ll/VB, struggle/NN, go/VB, short/JJ, way/NN]",51.5111798355,-0.115168768239,2
UCL is one of the best universities in the world & was the first to admit women on equal terms with men. Hooray for equal opportunities in education!,ucl be best university world be first admit woman equal term man hooray equal opportunity education,NN VB JJ NN NN VB JJ VB NN JJ NN NN VB JJ NN NN,"[ucl/NN, be/VB, best/JJ, university/NN, world/NN, be/VB, first/JJ, admit/VB, woman/NN, equal/JJ, term/NN, man/NN, hooray/VB, equal/JJ, opportunity/NN, education/NN]",51.5243952689,-0.1335928284,2
Be nice to the staff. They are overworked and under paid.,be nice staff be overwork paid,VB JJ NN VB VB JJ,"[be/VB, nice/JJ, staff/NN, be/VB, overwork/VB, paid/JJ]",51.5250044225,-0.136338616504,2
sleep zZzZ,sleep zzzz,NN NN,"[sleep/NN, zzzz/NN]",51.5367665011,-0.133783336433,2
I love the people in the English Language Center! Everyone is so nice and friendly!,love person english language center everyone be so nice friendly,VB NN NN NN NN NN VB RB JJ JJ,"[love/VB, person/NN, english/NN, language/NN, center/NN, everyone/NN, be/VB, so/RB, nice/JJ, friendly/JJ]",51.5147855726,-0.123150487643,2
"The Company of Surgeons moved to Lincoln’s Inn Fields in 1797, and received a royal charter 3 years later. Since 1799 it has housed the Hunterian Museum of anatomical oddities.",company surgeon move lincoln inn field receive royal charter year later have house hunterian museum anatomical oddity,NN NN VB VB NN NN VB JJ NN NN RB VB VB JJ NN JJ NN,"[company/NN, surgeon/NN, move/VB, lincoln/VB, inn/NN, field/NN, receive/VB, royal/JJ, charter/NN, year/NN, later/RB, have/VB, house/VB, hunterian/JJ, museum/NN, anatomical/JJ, oddity/NN]",51.5153709758,-0.116230884057,2
The most amazing university you'll ever visit.,most amazing university ll ever visit,RB JJ NN VB RB NN,"[most/RB, amazing/JJ, university/NN, ll/VB, ever/RB, visit/NN]",51.5364091935,-0.124761491449,2
One of the most authentic library room for studying in London!,most authentic library room study london,RB JJ NN NN VB NN,"[most/RB, authentic/JJ, library/NN, room/NN, study/VB, london/NN]",51.5154163058,-0.110410012058,2
"daily Sivananda yoga classes, vegetarian/ vegan meals, a bookstore, yoga supplies, meditation, TTC & much more in a beautiful & tranquil place",daily sivananda yoga class vegetarian vegan meal bookstore yoga supply meditation ttc much more beautiful tranquil place,JJ NN NN NN JJ NN NN NN NN NN NN NN RB RB JJ JJ NN,"[daily/JJ, sivananda/NN, yoga/NN, class/NN, vegetarian/JJ, vegan/NN, meal/NN, bookstore/NN, yoga/NN, supply/NN, meditation/NN, ttc/NN, much/RB, more/RB, beautiful/JJ, tranquil/JJ, place/NN]",51.4656133076,-0.217949042873,2
New salad bar now open!,new salad bar now open,JJ NN NN RB JJ,"[new/JJ, salad/NN, bar/NN, now/RB, open/JJ]",51.4460580067,0.077919719819,2
Buy a filter coffee and flapjack for £1.99,buy filter coffee flapjack,VB NN NN NN,"[buy/VB, filter/NN, coffee/NN, flapjack/NN]",51.4835643863,-0.00451442353664,2
The most awful and pricy lunch I've ever had so far. Get away from there and grab some instant food in Sainsbury's across the street,most awful pricy lunch ve ever have so far get away there grab instant food sainsbury street,RB JJ NN NN NN RB VB RB RB VB RB RB VB JJ NN NN NN,"[most/RB, awful/JJ, pricy/NN, lunch/NN, ve/NN, ever/RB, have/VB, so/RB, far/RB, get/VB, away/RB, there/RB, grab/VB, instant/JJ, food/NN, sainsbury/NN, street/NN]",51.5252345874,-0.0394385368731,2
"Quick lunches - salads, baguette sandwiches, cakes and costa coffee. If you are looking for a cafe relatively less busy in Goldsmiths.",quick lunch salad sandwich cake costa coffee be look cafe relatively less busy goldsmith,JJ NN NN NN NN JJ NN VB VB NN RB RB JJ NN,"[quick/JJ, lunch/NN, salad/NN, sandwich/NN, cake/NN, costa/JJ, coffee/NN, be/VB, look/VB, cafe/NN, relatively/RB, less/RB, busy/JJ, goldsmith/NN]",51.4745412869,-0.0357446883246,2
"Club Sandwich - every wednesday. Prepare for cheap doubles and mixers, perfectly placed artistic poos on the dancefloor and a very good time.",club sandwich wednesday prepare cheap double mixer perfectly placed artistic poos dancefloor very good time,NN NN NN VB JJ NN NN RB JJ JJ NN NN RB JJ NN,"[club/NN, sandwich/NN, wednesday/NN, prepare/VB, cheap/JJ, double/NN, mixer/NN, perfectly/RB, placed/JJ, artistic/JJ, poos/NN, dancefloor/NN, very/RB, good/JJ, time/NN]",51.4744904251,-0.0361458253028,2
"Designed by Sir Christopher Wren, the college was going to have an enormous dome in the middle, but Queen Mary II objected as it would block the view of the river from her house in Greenwich Park.",design sir christopher wren college be go have enormous dome middle queen mary ii object block view river house greenwich park,VB NN NN VB NN VB VB VB JJ NN JJ NN JJ NN VB VB NN NN NN JJ NN,"[design/VB, sir/NN, christopher/NN, wren/VB, college/NN, be/VB, go/VB, have/VB, enormous/JJ, dome/NN, middle/JJ, queen/NN, mary/JJ, ii/NN, object/VB, block/VB, view/NN, river/NN, house/NN, greenwich/JJ, park/NN]",51.4832336577,-0.00557899475098,2
Much nicer than Tottenham.,much nicer tottenham,RB JJ NN,"[much/RB, nicer/JJ, tottenham/NN]",51.5911675773,-0.0101651905001,2
Residence is depressing :(,residence be depress,NN VB VB,"[residence/NN, be/VB, depress/VB]",51.4814623552,-0.021853351134,2
Fish and Chip take-aways all over the place nearby :],fish chip take away place nearby,NN NN NN VB NN RB,"[fish/NN, chip/NN, take/NN, away/VB, place/NN, nearby/RB]",51.5815232472,0.222022533417,2
GamesMaker training for the 2012 Olympics is taking place here.,gamesmaker training olympics be take place here,NN NN NN VB VB NN RB,"[gamesmaker/NN, training/NN, olympics/NN, be/VB, take/VB, place/NN, here/RB]",51.5295789643,-0.0799016777445,2
www.Bromley.ac.uk for more information,www bromley ac uk more information,NN NN NN NN JJ NN,"[www/NN, bromley/NN, ac/NN, uk/NN, more/JJ, information/NN]",51.3872750718,0.0353250064007,2
Some Sundays they have a wonderful farmers market.,sunday have wonderful farmer market,NN VB JJ NN NN,"[sunday/NN, have/VB, wonderful/JJ, farmer/NN, market/NN]",51.439282855,-0.0840067863464,2
Creamichoc is delicious,creamichoc be delicious,NN VB JJ,"[creamichoc/NN, be/VB, delicious/JJ]",51.4676769054,-0.0879442691803,2
Holbern hop every Thursday. So fun,holbern hop thursday fun,NN NN NN NN,"[holbern/NN, hop/NN, thursday/NN, fun/NN]",51.5155358586,-0.119352893786,2
Excellent security. The safety of students are vital.,excellent security safety student be vital,JJ NN NN NN VB JJ,"[excellent/JJ, security/NN, safety/NN, student/NN, be/VB, vital/JJ]",51.4739674832,-0.0804747478182,2
Great hospital staffed by amazing people. Cherish these services while we still have them. They are the people who have trained to care for you so take care of them. Treat them with respect always.,great hospital staff amazing person cherish service still have be person have train care so take care treat respect always,JJ NN VB JJ NN VB NN RB VB VB NN VB VB VB RB VB NN VB NN RB,"[great/JJ, hospital/NN, staff/VB, amazing/JJ, person/NN, cherish/VB, service/NN, still/RB, have/VB, be/VB, person/NN, have/VB, train/VB, care/VB, so/RB, take/VB, care/NN, treat/VB, respect/NN, always/RB]",51.4681498958,-0.0930162493995,2
Good location great teachers,good location great teacher,JJ NN JJ NN,"[good/JJ, location/NN, great/JJ, teacher/NN]",51.5171597738,-0.125417747113,2
One of the top 20 universities in the world!,top university world,JJ NN NN,"[top/JJ, university/NN, world/NN]",51.5116270804,-0.116375684738,2
"take cair if u diside to try the food, it nakes school food seam like the best thing ever.",take cair diside try food nake school food seam best thing ever,VB NN JJ VB NN VB NN NN NN JJ NN RB,"[take/VB, cair/NN, diside/JJ, try/VB, food/NN, nake/VB, school/NN, food/NN, seam/NN, best/JJ, thing/NN, ever/RB]",51.5222497561,-0.131132990506,2
Choose another uni,choose uni,VB JJ,"[choose/VB, uni/JJ]",51.4947608175,-0.101678297411,2
"This campus includes the Florence Nightingale School of Nursing and Midwifery named for the founder of modern nursing, and a rebel who shunned societal expectations for women. Go, Florence!",campus include florence nightingale school nursing midwifery name founder modern nursing rebel shun societal expectation woman go florence,NN VB NN NN NN NN NN VB NN JJ NN NN VB JJ NN NN VB NN,"[campus/NN, include/VB, florence/NN, nightingale/NN, school/NN, nursing/NN, midwifery/NN, name/VB, founder/NN, modern/JJ, nursing/NN, rebel/NN, shun/VB, societal/JJ, expectation/NN, woman/NN, go/VB, florence/NN]",51.5055975107,-0.112166203111,2
"Get into the enclosed bar right at the top during a gig for a super-cheap, super-strong cocktail. £3.50 goes a long way in here. After more than a couple, however, you'll struggle to go a short way.",get enclose bar right top gig super cheap super strong cocktail go long way here more couple however ll struggle go short way,VB VB NN RB NN NN JJ JJ JJ JJ NN VB JJ NN RB JJ NN RB VB NN VB JJ NN,"[get/VB, enclose/VB, bar/NN, right/RB, top/NN, gig/NN, super/JJ, cheap/JJ, super/JJ, strong/JJ, cocktail/NN, go/VB, long/JJ, way/NN, here/RB, more/JJ, couple/NN, however/RB, ll/VB, struggle/NN, go/VB, short/JJ, way/NN]",51.5111798355,-0.115168768239,2
UCL is one of the best universities in the world & was the first to admit women on equal terms with men. Hooray for equal opportunities in education!,ucl be best university world be first admit woman equal term man hooray equal opportunity education,NN VB JJ NN NN VB JJ VB NN JJ NN NN VB JJ NN NN,"[ucl/NN, be/VB, best/JJ, university/NN, world/NN, be/VB, first/JJ, admit/VB, woman/NN, equal/JJ, term/NN, man/NN, hooray/VB, equal/JJ, opportunity/NN, education/NN]",51.5243952689,-0.1335928284,2
Be nice to the staff. They are overworked and under paid.,be nice staff be overwork paid,VB JJ NN VB VB JJ,"[be/VB, nice/JJ, staff/NN, be/VB, overwork/VB, paid/JJ]",51.5250044225,-0.136338616504,2
sleep zZzZ,sleep zzzz,NN NN,"[sleep/NN, zzzz/NN]",51.5367665011,-0.133783336433,2
I love the people in the English Language Center! Everyone is so nice and friendly!,love person english language center everyone be so nice friendly,VB NN NN NN NN NN VB RB JJ JJ,"[love/VB, person/NN, english/NN, language/NN, center/NN, everyone/NN, be/VB, so/RB, nice/JJ, friendly/JJ]",51.5147855726,-0.123150487643,2
"The Company of Surgeons moved to Lincoln’s Inn Fields in 1797, and received a royal charter 3 years later. Since 1799 it has housed the Hunterian Museum of anatomical oddities.",company surgeon move lincoln inn field receive royal charter year later have house hunterian museum anatomical oddity,NN NN VB VB NN NN VB JJ NN NN RB VB VB JJ NN JJ NN,"[company/NN, surgeon/NN, move/VB, lincoln/VB, inn/NN, field/NN, receive/VB, royal/JJ, charter/NN, year/NN, later/RB, have/VB, house/VB, hunterian/JJ, museum/NN, anatomical/JJ, oddity/NN]",51.5153709758,-0.116230884057,2
The most amazing university you'll ever visit.,most amazing university ll ever visit,RB JJ NN VB RB NN,"[most/RB, amazing/JJ, university/NN, ll/VB, ever/RB, visit/NN]",51.5364091935,-0.124761491449,2
"Best time to go is 7am, anytime after noon the strength and conditioning area just stinks of testosterone!",best time go be be anytime noon strength conditioning area just stink testosterone,VB NN VB VB VB RB NN NN NN NN RB VB NN,"[best/VB, time/NN, go/VB, be/VB, be/VB, anytime/RB, noon/NN, strength/NN, conditioning/NN, area/NN, just/RB, stink/VB, testosterone/NN]",51.5075987304,0.0687360238668,2
Great for a workout & not full of posers,great workout not full poser,JJ NN RB JJ NN,"[great/JJ, workout/NN, not/RB, full/JJ, poser/NN]",51.5095017823,0.0134724113201,2
